ID,smiles,toxic,FormalCharge,TPSA,MolWt,HeavyAtoms,NHOH,HAcceptors,HDonors,Heteroatoms,AromaticRings,SaturatedRings,AromaticOH,AromaticN,LogP
25240197,Cc1c(ccc2c1oc(=O)c(c2[O-])NC(=O)c3ccc(c(c3)CC=C(C)C)O)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,0,-1,202.84,611.624,44,5,11,4,13,3,1,1,0,2.99512
25240198,C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)[O-])/C)[C@H](C)O,0,-1,148.88,499.621,35,3,9,3,9,0,2,3,0,1.2578
25240199,C(CC(=O)[O-])CO,0,-1,60.36,103.097,7,1,3,1,3,0,0,1,0,-1.4912
25240200,C#CC[NH2+][C@@H]1CCc2c1cccc2,0,1,16.61,172.251,13,2,0,1,1,1,0,0,0,0.8705
25240201,c1ccc(cc1)CCCCOCCCCCC[NH2+]CC(c2ccc(c(c2)CO)O)O,0,1,86.53,416.582,30,5,4,4,5,2,0,2,0,3.0812
25240202,CCc1cccc2c1[nH]c3c2CCOC3(CC)CC(=O)[O-],0,-1,65.15,286.351,21,1,3,1,4,2,0,0,1,2.0483
25240203,c1cc2c(c(c1)N)CN(C2=O)C3CCC(=O)NC3=O,0,0,92.5,259.265,19,3,4,2,6,1,1,0,0,0.0298
25240204,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,1,0,68.74,446.91,31,1,7,1,9,3,1,0,2,4.2756
25240205,CC(c1ccc(c(c1)F)c2ccccc2)C(=O)[O-],0,-1,40.13,243.257,18,0,2,0,3,2,0,0,0,2.3461
25240206,CO[Si](C)(C)O[Si](C)(C)C,0,0,18.46,178.38,10,0,2,0,4,0,0,0,0,2.1861
25240207,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)Cc3cccs3,0,-1,151.09,426.452,28,3,9,2,12,1,1,0,0,-1.2361
25240208,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)NC(=C5C3=NC6([NH2+]5)CC[NH+](CC6)CC(C)C)C2=O)/C)C)O)C)O)C)OC(=O)C)C)OC)C)[O-],0,1,214.16,848.027,61,6,12,5,15,1,1,2,0,1.54042
25240209,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2cn(cn2)Cc3ccccc3)NC(=O)[C@H](Cc4ccc(cc4)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc5c[nH]c6c5cccc6)NC(=O)[C@H](Cc7cnc[nH]7)NC(=O)[C@@H]8CCC(=O)N8,0,1,448.6,1324.536,96,18,15,16,30,6,2,1,5,-2.6067
25240210,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)OP(=O)([O-])[O-])S(=O)(=O)c3ccc(cc3)N,0,-2,183.38,583.6,39,3,10,2,14,2,1,0,0,1.2558
25240211,CC(=O)N(C)c1c(c(c(c(c1I)C(=O)NCC(=O)Nc2c(c(c(c(c2I)C(=O)[O-])I)C(=O)NCCO)I)I)C(=O)NC)I,0,-1,197.07,1267.875,43,5,8,5,19,2,0,1,0,2.1106
25240212,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,0,-1,80.59,391.572,28,2,4,2,4,0,4,2,0,3.1432
25240213,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,0,0,34.14,296.41,22,0,2,0,2,0,3,0,0,4.0295
25240214,CCOC(=O)Nc1ccc2c(c1)N(c3ccccc3S2)C(=O)CC[NH+]4CCOCC4,0,1,72.31,428.534,30,2,5,2,8,2,1,0,0,2.6895
25240215,CC(CN1CC[NH+](CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O,0,-2,154.78,402.448,28,2,10,2,11,0,1,1,0,-7.5786
25240216,C1[C@H](C(=O)NO1)[NH3+],0,1,65.97,103.101,7,4,2,2,4,0,1,0,0,-2.3417
25240217,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)[O-])NC(=O)N2,0,-1,81.26,243.308,16,2,4,2,6,0,2,0,0,-0.5379
25240218,CC1Cc2ccccc2N1NC(=O)c3ccc(c(c3)S(=O)(=O)N)Cl,0,0,92.5,365.842,24,3,4,2,8,2,0,0,0,2.0834
25240219,C(C(C(=O)[O-])O)(C(=O)[O-])O,0,-2,120.72,148.07,10,2,6,2,6,0,0,2,0,-4.792
25240220,CCn1ccc(nc1=O)[N-]S(=O)(=O)c2ccc(cc2)N,0,-1,109.15,293.328,20,2,6,1,8,2,0,0,2,1.2395
25240221,c1cc(c(cc1C(=O)Nc2c(cncc2Cl)Cl)OCC3CC3)OC(F)F,0,0,60.45,403.212,26,1,4,1,9,2,1,0,1,5.0309
25240222,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,0,0,40.46,272.388,20,2,2,2,2,1,2,1,0,3.6092
25240223,Cc1ccccc1C(c2ccccc2)OCC[NH+](C)C,0,1,13.67,270.396,20,1,1,1,2,2,0,0,0,2.24552
25240224,CC[NH+](CC)CCOC(=O)c1ccc(cc1Cl)N,0,1,56.76,271.768,18,3,3,2,5,1,0,0,0,1.0037
25240225,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,0,0,99.13,502.579,36,1,7,1,8,0,5,1,0,3.5238
25240226,c1cc(c(cc1Oc2c(cc(cc2I)C[C@@H](C(=O)[O-])[NH3+])I)I)O,0,0,97.23,650.976,23,4,4,2,8,2,0,0,0,1.9012
25240227,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc2ccccc2Cl,0,2,58.2,537.576,36,2,2,2,8,2,0,0,0,4.6392
25240228,C[C@@H]([NH2+]CC(C[NH2+][C@@H](/C(=N/O)/C)C)(C)C)/C(=N/O)/C,0,2,98.4,274.409,19,6,4,4,6,0,0,0,0,-0.3834
25240229,CC(C(C)(C)C)/N=C(\NC#N)/Nc1cc[nH+]cc1,0,1,74.35,246.338,18,3,2,2,5,1,0,0,1,1.77388
25240230,C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC\2CC(C(C(CC(=O)CC(C(CCC(CC(CC(CC(=O)OC(C(C(C(/C=C/C=C/CC/C=C/C=C/C=C/C=C2)C)O)C)C)O)O)O)O)O)O)C(=O)[O-])O)O)[NH3+])O,0,0,331.9,926.107,65,13,17,11,18,0,1,10,0,-1.2732
25240231,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)[NH2+]C)O)[NH3+])[NH3+])[NH3+])[NH2+]C,0,5,213.75,482.643,33,16,7,8,12,0,3,3,0,-7.5303
25240232,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,0,1,33.54,261.389,19,2,1,2,3,1,0,0,0,1.4286
25240233,Cc1c(c(no1)c2ccccc2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-],0,-1,115.57,434.881,29,1,7,1,10,2,2,0,1,1.21402
25240234,CN1C(=C(c2ccccc2S1(=O)=O)O)C(=O)Nc3ccccn3,0,0,99.6,331.353,23,2,5,2,8,2,0,1,1,1.581
25240235,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O,0,1,54.13,286.351,21,3,3,3,4,1,1,1,0,-0.219
25240236,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3c1cccc3)C(C)C,0,1,35.53,368.497,27,0,3,0,4,2,0,0,0,4.7308
25240237,C[NH+](C)CC(c1ccc(cc1)O)C2(CCCCC2)O,0,1,44.9,264.389,19,3,2,3,3,1,1,1,0,1.3155
25240238,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,0,0,86.18,248.307,17,4,4,2,5,2,0,0,0,1.6838
25240239,CC(C)[NH2+]CC(COc1ccc(cc1)CCOC)O,0,1,55.3,268.377,19,3,3,2,4,1,0,1,0,0.587
25240240,Cl[Cr](Cl)Cl,0,0,0,158.355,4,0,0,0,4,0,0,0,0,2.066
25240241,CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)S(=O)C)F)CC(=O)[O-],0,-1,57.2,355.41,25,0,3,0,5,2,0,0,0,3.0308
25240242,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CC[NH+](CC5)C,0,1,87.48,494.623,37,3,6,3,8,4,1,0,3,3.17322
25240243,CCCCCCC(=O)OCCN1CC[NH+](CC1)CCCN2c3ccccc3Sc4c2cc(cc4)C(F)(F)F,0,1,37.22,550.711,38,1,5,1,9,2,1,0,0,5.4123
25240244,C[NH+](C)CCn1c(nnn1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cc4csc(n4)N)SC2)C(=O)[O-],0,0,176.49,525.642,34,4,13,3,16,2,1,0,5,-3.405
25240245,c1[nH]c2c(n1)[nH]cnc2=S,0,0,57.36,152.182,10,2,3,2,5,2,0,0,4,1.01549
25240246,CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2c1cc(cc2)OC,0,1,87.03,302.402,22,5,2,4,6,2,0,0,1,0.9949
25240247,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,1,0,68.29,356.447,25,1,5,1,6,2,1,0,1,3.1596
25240248,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O,0,0,93.06,416.514,30,2,6,2,6,0,4,2,0,2.3267
25240249,c1cc(ccc1C(=O)NCCC(=O)[O-])N/N=C\2/C=CC(=O)C(=C2)C(=O)[O-],0,-2,150.82,355.306,26,2,8,2,9,1,0,0,0,-1.8605
25240251,c1ccc2c(c1)c(ns2)N3CC[NH+](CC3)C[C@@H]4CCCC[C@H]4CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,0,1,57.95,493.697,35,1,5,1,7,2,5,0,1,2.8387
25240252,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,0,0,37.3,302.458,22,1,2,1,2,0,3,1,0,4.2693
25240253,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,1,0,95.5,318.354,22,3,4,3,7,2,0,0,0,2.006
25240254,c1ccc(cc1)CC[C@@H](C(=O)[O-])[NH2+][C@@H](CCCC[NH3+])C(=O)N2CCC[C@H]2C(=O)[O-],0,0,144.82,405.495,29,5,5,2,8,1,1,0,0,-3.1772
25240255,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,1,0,21.26,297.423,21,1,3,1,3,3,0,0,0,4.6309
25240256,CC(C)(C(=O)[O-])O/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccccc4)C(=O)[O-],0,-1,194.05,545.579,37,3,12,2,15,2,1,0,2,-2.6339
25240257,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@H](C(=O)C4)C)C)C,0,0,43.37,360.538,26,0,3,0,3,0,4,0,0,5.166
25240258,c1cc(cc(c1)[131I])C[NH+]=C(N)N,0,1,66.01,280.1031246,12,5,0,3,4,1,0,0,0,-0.8548
25240259,c1cc(oc1/C=N/NC(=O)N)[N+](=O)[O-],0,0,123.76,198.138,14,3,5,2,8,1,0,0,0,0.19
25240260,CC(C)(Cc1ccccc1)[NH2+]C,0,1,16.61,164.272,12,2,0,1,1,1,0,0,0,1.2009
25240261,COc1ccccc1OCC[NH2+]CC(COc2cccc3c2c4ccccc4[nH]3)O,0,1,80.32,407.49,30,4,4,3,6,4,0,1,1,2.7118
25240262,c1ccc(cc1)C2(CC[NH+](CC2)CCC(C#N)(c3ccccc3)c4ccccc4)C(=O)[O-],0,0,68.36,424.544,32,1,3,1,4,3,1,0,0,2.25298
25240263,c1ccc2c(c1)cc(c(c2Cc3c4ccccc4cc(c3O)C(=O)[O-])O)C(=O)[O-],0,-2,120.72,386.359,29,2,6,2,6,4,0,0,0,1.722
25240264,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@H]2CCc3ccccc3N(C2=O)CC(=O)[O-],0,0,103.35,424.497,31,2,5,1,7,2,0,0,0,0.2122
25240265,[H]/[NH+]=C(\N)/c1ccc(cc1)OCCCCCOc2ccc(cc2)/C(=[NH+]/[H])/N,0,2,121.68,342.443,25,8,2,4,6,2,0,0,0,-0.7565
25240266,Cc1cc2c(cc1C(=C)c3ccc(cc3)C(=O)[O-])C(CCC2(C)C)(C)C,0,-1,40.13,347.478,26,0,2,0,2,2,0,0,0,4.76902
25240267,COc1ccc(cc1)O,0,0,29.46,124.139,9,1,2,1,2,1,0,0,0,1.4008
25240268,C1CNCC[NH2+]1,0,1,28.64,87.146,6,3,1,2,2,0,1,0,0,-1.847
25240269,C(CC(C(F)F)(C(=O)[O-])[NH3+])C[NH3+],0,1,95.41,183.178,12,6,2,2,6,0,0,0,0,-2.9958
25240271,c1ccc(c(c1)CC(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSc4nnnn4CC(=O)[O-])C(=O)[O-])C[NH3+],0,-1,200.91,518.557,35,4,12,2,15,2,1,0,4,-4.0964
25240272,Cc1[nH+]cc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl,0,1,31.43,326.782,23,1,2,0,5,3,0,0,2,3.74332
25240273,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)[O-])O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)[NH3+])O,0,0,324.06,924.091,65,13,17,11,18,0,2,10,0,-1.3398
25240274,CCCCCCCC(=O)OCC(CO)O,0,0,66.76,218.293,15,2,4,2,4,0,0,2,0,1.2433
25240275,CCCCCCC(C)(C)c1cc(c2c(c1)OC([C@H]3[C@H]2CC(=O)CC3)(C)C)O,0,0,46.53,372.549,27,1,3,1,3,1,1,0,0,6.264
25240276,CNC1=[NH+]c2ccc(cc2C(=[N+](C1)[O-])c3ccccc3)Cl,0,1,52.07,300.769,21,2,2,2,5,2,0,0,0,1.0313
25240277,c1cc(ccc1OCC(COC(=O)N)O)Cl,0,0,81.78,245.662,16,3,4,2,6,1,0,1,0,1.175
25240278,CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)[O-],0,-1,121.55,363.415,25,3,6,2,8,2,0,0,0,1.7018
25240279,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0,2,0,258.494,18,0,0,0,2,0,0,0,0,3.5196
25240280,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCC[NH3+])CC(=O)[O-])C)CC(=O)[O-])CO)[C@H](C)CC(=O)[O-])CC(=O)c4ccccc4N)C,0,-3,714.96,1617.669,115,22,27,18,43,3,1,1,1,-11.6774
25240281,C(=O)([O-])[O-],0,-2,63.19,60.008,4,0,3,0,3,0,0,0,0,-2.447
25240282,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)c5cnccn5,0,0,179.56,679.863,49,4,8,4,13,1,4,0,2,2.4459
25240283,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)NC(=[NH2+])N)O)NC(=[NH2+])N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)[NH2+]C)(C=O)O,0,3,339.49,584.604,40,19,12,14,19,0,3,7,0,-12.4073
25240284,CCCc1nc(c2n1[nH]c(nc2=O)c3cc(ccc3OCC)S(=O)(=O)N4CC[NH+](CC4)CC)C,0,1,114.1,489.622,34,2,7,2,11,3,1,0,4,0.65332
25240285,CCC(=O)O[C@@](Cc1ccccc1)(c2ccccc2)[C@@H](C)C[NH+](C)C,0,1,30.74,340.487,25,1,2,1,3,2,0,0,0,2.8584
25240286,CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,0,1,104.46,409.528,28,4,5,2,8,2,0,0,0,1.3147
25240287,COc1ccc(cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)[N-]C(=O)NC3CCCCC3)Cl,0,-1,115.67,493.005,33,2,5,2,10,2,1,0,0,4.4258
25240288,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O,0,-1,127.12,423.526,30,3,7,3,7,0,0,3,0,1.1057
25240289,CCOC(=O)OC(C)OC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccccc3)[NH3+])(C)C,0,1,138.88,466.536,32,4,8,2,11,1,2,0,0,0.579
25240290,c1nc(nn1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,0,0,143.72,244.207,17,5,8,4,9,1,1,3,3,-3.0115
25240291,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0,0,111.19,734.053,50,0,8,0,10,0,0,0,0,10.6118
25240292,Cc1cnc(c(c1OC)C)CS(=O)c2[nH]c3cc(ccc3n2)OC,0,0,77.1,345.424,24,1,5,1,7,3,0,0,3,2.89974
25240293,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,0,0,72.83,418.574,30,1,5,1,5,0,1,1,0,4.5856
25240294,CC(COc1ccccc1)[NH+](CCCl)Cc2ccccc2,0,1,13.67,304.841,21,1,1,1,3,2,0,0,0,2.7778
25240295,Cn1c2c(c(=O)n(c1=O)C)[nH]cn2,0,0,72.68,180.167,13,1,5,1,6,2,0,0,4,-1.0397
25240296,C[C@H]([C@H](c1ccccc1)O)[NH3+],0,1,47.87,152.217,11,4,1,2,2,1,0,1,0,0.3504
25240297,C1CC2(C1)C(=O)O[Pt]OC2=O,0,0,52.6,337.188,11,0,4,0,5,0,2,0,0,0.1692
25240298,C[n+]1cccc(c1)OC(=O)N(C)C,0,1,33.42,181.215,13,0,2,0,4,1,0,0,1,0.5715
25240299,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c2ccc(cc2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSc5nnnn5C)C(=O)[O-],0,-1,223.09,644.672,44,3,14,3,19,2,2,0,4,-2.4467
25240300,c1ccc(cc1)[C@H](c2ccc(cc2)Cl)N3CC[NH+](CC3)CCOCC(=O)[O-],0,0,57.04,388.895,27,1,4,1,6,2,1,0,0,0.3964
25240301,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,0,0,60.44,384.516,28,0,4,0,4,0,2,0,0,4.5753
25240302,CC(CN1c2ccccc2CCc3c1cccc3)C[NH+](C)C,0,1,7.68,295.45,22,1,1,1,2,2,0,0,0,2.7039
25240303,O[32P](=O)([O-])[O-],0,-2,83.42,96.97790727,5,1,3,1,5,0,0,0,0,-2.1926
25240304,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,1,0,106.51,488.017,33,3,9,3,11,3,1,1,3,3.31354
25240305,c1cc(oc1/C=N/N2CCOC2=O)[N+](=O)[O-],0,0,98.18,225.16,16,0,6,0,8,1,1,0,0,0.9739
25240306,CCCOc1cc(ccc1C(=O)OCC[NH+](CC)CC)N,0,1,65.99,295.403,21,3,4,2,5,1,0,0,0,1.1391
25240307,Cc1nnc(s1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cn4cnnn4)SC2)C(=O)[O-],0,-1,158.92,453.511,29,1,13,1,15,2,1,0,6,-1.97078
25240308,c1c(c([nH]c(=O)n1)N)F,0,0,71.77,129.094,9,3,3,2,5,1,0,0,2,-0.5088
25240309,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,1,0,41.93,287.359,21,1,4,1,4,1,0,1,0,1.8503
25240310,C[NH+]1CCCCC1CCN2c3ccccc3Sc4c2cc(cc4)S(=O)C,0,1,24.75,387.594,26,1,3,1,5,2,1,0,0,3.484
25240311,CC(C)(c1cccnc1)C(=O)c2cccnc2,0,0,42.85,226.279,17,0,3,0,3,2,0,0,2,2.6371
25240312,CCS(=O)(=O)CCn1c(ncc1[N+](=O)[O-])C,0,0,95.1,247.276,16,0,6,0,8,1,0,0,2,0.53442
25240313,CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2,0,0,53.43,284.359,21,1,3,1,4,2,0,1,1,2.2062
25240314,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O,0,-1,141.28,195.147,13,5,7,5,7,0,0,5,0,-4.8278
25240315,B([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)(O)O,0,0,124.44,384.245,28,4,6,4,9,2,0,0,2,0.3606
25240316,C[NH+]1CC[C@@]23C=C[C@@H](C[C@@H]2Oc4c3c(ccc4OC)C1)O,0,1,43.13,288.367,21,2,3,2,4,1,0,1,0,0.4332
25240317,CCCCCCCC(=O)CC[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)OC(C)C)O)O,0,0,83.83,424.622,30,2,5,2,5,0,1,2,0,5.1223
25240318,c1ccnc(c1)[N-]S(=O)(=O)c2ccc(cc2)/N=N/c3ccc(c(c3)C(=O)[O-])O,0,-2,146.21,396.384,28,1,8,1,10,3,0,0,1,2.9602
25240319,C[NH+](C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O,0,1,33.9,264.389,19,2,2,2,3,1,1,1,0,1.2175
25240320,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)N3CCOCC3,0,0,71.11,337.351,24,1,5,1,8,1,2,0,0,1.1236
25240321,c1cc(cnc1)C(=O)[O-],0,-1,53.02,122.103,9,0,3,0,3,1,0,0,1,-0.5549
25240322,Cc1nnc(s1)[N-]S(=O)(=O)c2ccc(cc2)N,0,-1,100.04,269.331,17,2,6,1,8,2,0,0,2,1.82282
25240323,c1ccc2c(c1)C(=O)OC23c4ccc(cc4Oc5c3ccc(c5)O)O,0,0,75.99,332.311,25,2,5,2,5,3,0,0,0,3.6658
25240324,CCC(C)CCCCC(=O)NC(CC[NH3+])C(=O)NC(C(C)O)C(=O)NC(CC[NH3+])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC[NH3+])Cc2ccccc2)CC(C)C)CC[NH3+])CC[NH3+])C(C)O,0,5,498.76,1208.539,85,28,13,18,29,1,1,2,0,-8.8288
25240325,CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)[NH+]3CCCC3,0,1,16.91,367.557,27,1,2,1,3,2,1,0,0,3.4131
25240326,C[NH+]1C[C@@H]2c3ccccc3Oc4ccc(cc4[C@H]2C1)Cl,0,1,13.67,286.782,20,1,1,1,3,2,1,0,0,2.8414
25240327,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(C#C)OC(=O)C)C,0,0,52.6,384.516,28,0,4,0,4,0,3,0,0,4.4259
25240328,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,0,0,195.43,914.187,65,3,13,3,14,0,3,3,0,6.1806
25240329,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N2Cc3cc(c(cc3C[C@H]2C(=O)[O-])OC)OC,0,0,121.81,498.576,36,2,7,1,9,2,0,0,0,0.2234
25240330,C[N+]1(CCCC(C1)OC(=O)C(c2ccccc2)(c3ccccc3)O)C,0,1,46.53,340.443,25,1,3,1,4,2,1,1,0,2.7045
25240331,CCCCCCCCCCNCC[NH2+][C@]1(C[C@@H](O[C@H]([C@H]1O)C)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(c(c9O)C[NH2+]CP(=O)([O-])[O-])O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)[O-])O)CC(=O)N)NC(=O)[C@@H](CC(C)C)[NH2+]C)O)CO)O)O)C,0,0,620.32,1755.658,121,24,28,20,41,5,2,6,0,-2.9851
25240332,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](C(C)C)NC(=O)[C@H]3CC4=C(CN3)C=C(C=C4)O,1,0,84.83,465.638,34,4,5,4,6,2,1,0,0,3.5526
25240333,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,0,0,75.27,224.26,16,2,3,2,5,0,1,0,0,0.961
25240334,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,1,0,32.7,263.381,19,1,3,1,3,1,1,1,0,2.6346
25240335,CC[NH+](CC)CCOc1ccc(cc1)/C(=C(/c2ccccc2)\Cl)/c3ccccc3,0,1,13.67,406.977,29,1,1,1,3,3,0,0,0,5.1455
25240336,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H]([NH2+]C3)C(=O)Nc4cccc(c4)C(=O)[O-])C(=O)[O-])[C@@H](C)O,0,-1,166.51,474.515,33,4,8,3,11,1,2,1,0,-2.7549
25240337,CC(C)[C@@H](C(=O)OCC(CO)OCn1cnc2c1[nH]c(nc2=O)N)[NH3+],0,1,172.99,355.375,25,7,9,4,11,2,0,1,4,-2.1535
