classification,residueCount,resolution,structureMolecularWeight,crystallizationTempK,densityMatthews,densityPercentSol,phValue
TRANSFERASE,307,2,36344.88,298,2.83,56.47,4.5
TRANSFERASE,307,2.6,36804.13,298,2.79,55.84,4.5
TRANSFERASE,746,2.05,87405.27,298,2.47,50.11,4.5
TRANSFERASE,746,2.35,86430.48,298,2.55,51.76,4.5
TRANSFERASE,746,2.3,87123.98,298,2.47,50.19,4.5
TRANSFERASE,746,2.11,87560.26,298,2.52,51.23,4.5
TRANSFERASE,369,2.15,41675.86,298,2.51,50.98,4.5
TRANSFERASE,105,0.98,11866.67,298,1.63,24.7,4.5
TRANSFERASE,2064,2.01,243699.2,298,2.26,45.16,4.5
TRANSFERASE,470,1.66,52506.18,298,2.73,54.91,4.5
TRANSFERASE,1032,2.1,121708.31,298,2.17,43.2,4.5
TRANSFERASE,824,2.4,94841.44,298,2.09,41.15,4.5
TRANSFERASE,378,2,43900.89,298,2.5,50.86,4.5
TRANSFERASE,430,2,47701.87,298,3.29,62.61,4.5
TRANSFERASE,1948,2.7,216847.23,298,2.34,47.4,4.5
TRANSFERASE,552,1.86,62926.16,298,2.46,50.04,4.5
TRANSFERASE,2340,2.35,271762.56,298,2.43,49.29,4.5
TRANSFERASE,349,2.1,40583.89,298,2.69,54.3,4.5
TRANSFERASE,349,1.95,40564.87,298,2.68,54.13,4.5
TRANSFERASE,272,1.75,28440.38,298,1.92,35.82,4.5
TRANSFERASE,272,1.6,28477.43,298,1.92,35.86,4.5
TRANSFERASE,272,2.06,28479.44,298,1.89,35.08,4.5
TRANSFERASE,207,3.35,22990.97,298,3.29,62.61,4.5
TRANSFERASE,458,1.6,52172.75,298,2.26,45.52,4.5
TRANSFERASE,916,1.9,104345.5,298,2.07,40.51,4.5
TRANSFERASE,329,2.3,36530.08,298,4.97,75.23,4.5
TRANSFERASE,2636,3.13,299993.81,298,4.25,71.03,4.5
TRANSFERASE,774,1.9,85628.73,298,2.09,41.24,4.5
TRANSFERASE,1296,2.1,137931.52,298,4.2,70.7,4.5
TRANSFERASE,1180,1.64,134175.91,298,3.33,63.09,4.5
TRANSFERASE,638,1.95,69582.38,298,2.41,48.88,4.5
TRANSFERASE,257,1.6,30323.37,298,2.24,44.99,4.5
TRANSFERASE,261,2.5,29671.65,283,2.92,57.87,4.5
TRANSFERASE,408,2,50173.59,277.15,2.57,52.19,4.5
TRANSFERASE,711,1.85,86057.79,277.15,2.52,51.12,4.5
TRANSFERASE,1236,2,130988.14,291,2.28,46.02,4.75
TRANSFERASE,618,1.7,67177.94,291,2.64,53.33,4.75
TRANSFERASE,618,1.85,67365.55,291,2.65,53.53,4.75
TRANSFERASE,1236,2.14,134177.06,291,2.35,47.6,4.75
TRANSFERASE,618,2.2,66341.12,291,2.65,53.56,4.75
TRANSFERASE,241,1.7,28353.39,298,2.38,48.36,4.75
TRANSFERASE,1568,2.07,163390.02,288,2.73,54.5,5
TRANSFERASE,341,2.4,39023.18,288,3.27,62.42,5
TRANSFERASE,341,2.7,38914.26,288,3.28,62.48,5
TRANSFERASE,114,1.65,13978.31,288,3.07,59.93,5
TRANSFERASE,537,2.75,63765.34,273,2.68,54.09,5
TRANSFERASE,3660,2.6,387022.19,273,2.18,43.69,5
TRANSFERASE,275,2.2,31700.88,289,3.31,62.8,5
TRANSFERASE,782,1.9,83772.47,289,2.58,52.36,5
TRANSFERASE,254,1.7,29082.69,289,1.84,33.3,5
TRANSFERASE,372,1.15,41977.93,289,2.11,41.81,5
TRANSFERASE,372,1.15,42474.26,289,2.12,42.12,5
TRANSFERASE,308,1.74,36157.32,289,2.02,39.17,5
TRANSFERASE,782,1.6,86980.86,289,2.7,54.42,5
TRANSFERASE,852,2.06,98566.77,289,2.32,47.03,5
TRANSFERASE,294,2.2,33190.16,290,2.41,48.92,5
TRANSFERASE,1701,1.8,181625.92,290,2.79,55.87,5
TRANSFERASE,2384,1.85,268261.12,290,2.51,51,5
TRANSFERASE,311,2,36794.29,291,1.82,32.37,5
TRANSFERASE,311,2,37060.54,291,1.84,33.08,5
TRANSFERASE,1140,2,126913.48,291,2.92,56,5
TRANSFERASE,1140,2.6,128101.52,291,2.98,58.71,5
TRANSFERASE,311,2.6,36410.07,291,1.84,33.05,5
TRANSFERASE,345,2,41288.55,291,2.19,44,5
TRANSFERASE,795,2.75,88325.2,291,2.87,57.1,5
TRANSFERASE,795,2.8,88275.45,291,2.91,57.7,5
TRANSFERASE,795,2.7,87844.78,291,2.86,57,5
TRANSFERASE,367,1.9,42740.02,291,2.75,55.27,5
TRANSFERASE,289,2.1,32737.09,291,4.82,74.27,5
TRANSFERASE,908,2.2,102380.05,291,2.27,45.91,5
TRANSFERASE,289,2.5,32613.06,291,5.15,76.12,5
TRANSFERASE,371,1.9,41466.42,291,2.16,43.05,5
TRANSFERASE,3150,3,360586.81,291,2.6,52.64,5
TRANSFERASE,2140,2.3,233844.84,291,2.42,49.15,5
TRANSFERASE,1140,2.59,126881.48,291,3.03,59.36,5
TRANSFERASE,1140,2.71,127957.3,291,2.99,58.89,5
TRANSFERASE,1140,2.52,126683.22,291,3.02,59.27,5
TRANSFERASE,1140,3,126941.55,291,3.01,59.08,5
TRANSFERASE,611,2.77,69032.45,291,3.75,67.21,5
TRANSFERASE,606,1.8,67482.88,291,2.88,57.33,5
TRANSFERASE,295,1.78,35631.36,291,2.38,48.26,5
TRANSFERASE,880,2.43,95314.26,292,2.88,57.35,5
TRANSFERASE,348,1.33,38352.89,292,1.85,33.61,5
TRANSFERASE,1000,2.7,116275.37,277,2.46,50.06,5
TRANSFERASE,1000,2.52,116319.38,277,2.31,46.76,5
TRANSFERASE,1000,2.5,116282.38,277,2.46,50.04,5
TRANSFERASE,1000,2.5,116320.45,277,2.31,46.83,5
TRANSFERASE,1000,2.5,116445.37,277,2.32,47.01,5
TRANSFERASE,983,2.5,114498.55,277,2.3,46.54,5
TRANSFERASE,983,2.9,114468.39,277,2.51,50.95,5
TRANSFERASE,983,2.9,114419.02,277,2.45,49.74,5
TRANSFERASE,844,1.7,94367.88,277,3.22,61.8,5
TRANSFERASE,1000,2.5,116189.61,277,2.38,48.38,5
TRANSFERASE,1000,2.5,116238.38,277,2.46,49.95,5
TRANSFERASE,1000,2.8,116574.38,277,2.27,45.76,5
TRANSFERASE,1000,3,116606.38,277,2.21,44.31,5
TRANSFERASE,1000,2.62,116386.11,277,2.27,45.81,5
TRANSFERASE,1000,2.81,116443.33,277,2.49,50.66,5
TRANSFERASE,1000,2.8,116338.29,277,2.41,48.93,5
TRANSFERASE,2196,2.2,246163.33,277,2.66,53.75,5
TRANSFERASE,219,1.9,24633.4,277,2.09,41.25,5
TRANSFERASE,236,1.5,26448.48,277,2.65,53.51,5
TRANSFERASE,236,2,26660.57,277,2.67,54.01,5
TRANSFERASE,236,1.98,26289.04,277,2.66,53.73,5
TRANSFERASE,1000,2.4,116519.79,277,2.42,48.75,5
TRANSFERASE,1000,3,116260.3,277,2.48,50.1,5
TRANSFERASE,1000,2.6,116358.44,277,2.52,50.75,5
TRANSFERASE,1000,2.7,116273.73,277,2.38,47.81,5
TRANSFERASE,1000,2.8,116288.34,277,2.52,50.76,5
TRANSFERASE,861,2,94288.2,277,2.1,40.3,5
TRANSFERASE,861,1.75,94354.73,277,2.1,40,5
TRANSFERASE,861,1.9,93768.89,277,2.1,40.6,5
TRANSFERASE,259,2.1,29793.22,277,3,58.3,5
TRANSFERASE,534,1.74,60234.52,277,2.75,51,5
TRANSFERASE,1112,1.95,120180.04,277,2.67,54.01,5
TRANSFERASE,1112,1.8,120842.68,277,2.68,54.03,5
TRANSFERASE,318,2.15,35990.63,277,2.73,55,5
TRANSFERASE,956,2.5,111943.02,277,2.35,47.63,5
TRANSFERASE,956,2.5,111943.28,277,2.36,47.94,5
TRANSFERASE,956,3,111892.12,277,2.36,47.83,5
TRANSFERASE,969,2.55,113307.7,277,2.33,47.27,5
TRANSFERASE,958,2.8,111985.17,277,2.31,46.82,5
TRANSFERASE,973,2.9,113441.8,277,2.41,48.99,5
TRANSFERASE,977,2.3,113928.31,277,2.45,49.71,5
TRANSFERASE,181,2,22306.11,277,2.65,53.6,5
TRANSFERASE,376,1.7,42234.54,277,2.04,39.76,5
TRANSFERASE,217,1.82,25338.89,277,2.49,50.69,5
TRANSFERASE,1000,2.5,116359.8,277,2.37,48.16,5
TRANSFERASE,1000,2.2,116730.86,277,2.34,47.39,5
TRANSFERASE,1000,3.1,116700.7,277,2.28,46.17,5
TRANSFERASE,1000,2.6,116554.69,277,2.32,47.03,5
TRANSFERASE,1000,2.9,116577.18,277,2.35,47.63,5
TRANSFERASE,1000,2.5,116758.37,277,2.44,49.6,5
TRANSFERASE,742,2.26,86777.62,277,2.71,54.58,5
TRANSFERASE,169,1.67,19847.16,277,2.49,50.53,5
TRANSFERASE,1184,2.3,138363.27,277,2.48,50.47,5
TRANSFERASE,199,2.2,22149.92,277,2.26,45.57,5
TRANSFERASE,786,1.7,90199.59,277,2.2,42.7,5
TRANSFERASE,140,1.9,16478.05,277,2.62,53.07,5
TRANSFERASE,812,2.25,89800.92,277,2.41,49.03,5
TRANSFERASE,812,1.67,89440.55,277,2.33,47.26,5
TRANSFERASE,812,1.95,89528.66,277,2.39,48.59,5
TRANSFERASE,812,1.4,90373.69,277,2.39,48.58,5
TRANSFERASE,1299,1.72,150350.09,277,2.5,50.81,5
TRANSFERASE,358,1.85,40722.25,277,3.16,61.03,5
TRANSFERASE,612,2.6,69470.73,277,2.77,55.61,5
TRANSFERASE,188,1.8,23809.3,277,2.53,51.4,5
TRANSFERASE,188,1.9,23809.3,277,2.37,48.03,5
TRANSFERASE,734,2.09,84278.59,277,2.79,55.98,5
TRANSFERASE,734,2.41,85365.18,277,2.78,55.78,5
TRANSFERASE,467,2.17,51844.68,277,3.03,59.39,5
TRANSFERASE,338,1.6,38309.88,293,2.15,42.88,5
TRANSFERASE,338,1.7,38577.88,293,1.94,36.53,5
TRANSFERASE,1324,2.4,151673.66,293,2.39,48.57,5
TRANSFERASE,315,1.9,36263.95,293,2.38,48.4,5
TRANSFERASE,576,2.2,69675.51,293,1.89,34.84,5
TRANSFERASE,1568,1.87,165659.11,293,3.1,60.34,5
TRANSFERASE,1568,1.87,163085.61,293,3.06,59.76,5
TRANSFERASE,1568,1.77,163013.64,293,3.03,59.34,5
TRANSFERASE,281,1.6,32547.34,293,2.01,38.89,5
TRANSFERASE,277,1.65,31614.9,293,2.57,51.7,5
TRANSFERASE,796,2.4,90330.05,293,4.12,69.92,5
TRANSFERASE,255,2.3,28695.55,293,4.43,72.25,5
TRANSFERASE,255,2.3,28609.44,293,4.44,72.28,5
TRANSFERASE,255,2.3,28665.53,293,4.44,72.32,5
TRANSFERASE,255,2.3,28609.44,293,4.44,72.28,5
TRANSFERASE,924,1.5,103657.52,293,2.92,57.94,5
TRANSFERASE,520,2.35,62139.43,293,3.96,68.67,5
TRANSFERASE,1160,2.15,130767.28,293,2.51,50.54,5
TRANSFERASE,1160,2,130785.68,293,2.54,51.14,5
TRANSFERASE,1160,2.1,130951.45,293,2.5,50.47,5
TRANSFERASE,356,1.58,39199.87,293,2.07,40.53,5
TRANSFERASE,1232,2.5,146587.62,293,2.37,48.08,5
TRANSFERASE,924,1.35,103899.64,293,2.94,58.2,5
TRANSFERASE,1848,1.6,206872.17,293,2.99,58.81,5
TRANSFERASE,1848,2,206949.77,293,3.03,59.45,5
TRANSFERASE,924,2.2,104064.88,293,2.92,57.9,5
TRANSFERASE,450,1.7,50977.04,293,2.78,55.72,5
TRANSFERASE,576,1.58,64633.01,293,2.42,49.24,5
TRANSFERASE,358,1.88,40998.62,293,2.3,46.62,5
TRANSFERASE,358,1.4,41060.59,293,2.33,47.15,5
TRANSFERASE,790,3.5,88860.28,293,2.13,42.37,5
TRANSFERASE,338,1.55,35954.43,293,2.11,41.76,5
TRANSFERASE,338,1.7,35954.43,293,2.1,41.47,5
TRANSFERASE,1002,2.98,106430.2,293,2.72,54.74,5
TRANSFERASE,546,2.65,60349.24,293,2.51,51.08,5
TRANSFERASE,1892,2.72,206662.33,293,3,58.95,5
TRANSFERASE,546,2.57,61497.12,293,4.15,70.35,5
TRANSFERASE,382,1.9,43333.06,293,2.09,41.2,5
TRANSFERASE,1572,2.2,180919.47,293,2.45,49.8,5
TRANSFERASE,1200,2.54,128357.06,293,3.02,59.3,5
TRANSFERASE,888,2.6,103032.59,293,2.48,50.38,5
TRANSFERASE,814,2.15,89524.77,293,2.4,48.76,5
TRANSFERASE,1232,2.49,146587.62,293,2.37,48.1,5
TRANSFERASE,809,1.93,93754.82,293,2.45,49.86,5
TRANSFERASE,348,2.41,40687.14,293,2.6,52.7,5
TRANSFERASE,1746,2.8,195999.03,293,2.66,53.83,5
TRANSFERASE,131,2.14,15118.33,293,2.67,53.94,5
TRANSFERASE,3168,2.24,365361.66,293,2.53,51.46,5
TRANSFERASE,3168,2.24,359149.91,293,2.53,51.46,5
TRANSFERASE,858,1.8,102330.27,293,2.14,42.59,5
TRANSFERASE,483,2.2,56208.21,293,2.46,49.95,5
TRANSFERASE,352,1.9,40660.93,293,2.08,40.76,5
TRANSFERASE,352,1.6,40631.02,293,2.09,41.03,5
TRANSFERASE,352,1.8,41312.73,293,2.07,40.64,5
TRANSFERASE,1786,1.8,200757.44,293,2.18,46.3,5
TRANSFERASE,1708,2.1,192948.8,293,2.34,47.39,5
TRANSFERASE,1708,2.19,193895.67,293,2.3,46.58,5
TRANSFERASE,1542,3,169631.48,293,2.93,58.06,5
TRANSFERASE,656,2,79973.11,293,2.37,48.01,5
TRANSFERASE,656,1.9,81352.76,293,2.31,46.86,5
TRANSFERASE,656,1.8,80060.63,293,2.4,48.65,5
TRANSFERASE,268,1.5,30918.81,293,3.06,59.76,5
TRANSFERASE,1832,1.89,199274.56,293,1.87,34.16,5
TRANSFERASE,335,2.71,40574.43,293,2.13,42.3,5
TRANSFERASE,592,2,70552.37,293,2.29,46.19,5
TRANSFERASE,720,2.2,81396.17,293,2.81,56.29,5
TRANSFERASE,720,2.6,83886.35,293,2.81,56.29,5
TRANSFERASE,546,2.15,60143.66,278,2.36,47.9,5
TRANSFERASE,2391,2.5,281102.5,278,3.12,60.58,5
TRANSFERASE,1556,2.25,162072.73,294,3.15,60.95,5
TRANSFERASE,1556,2.29,164670.17,294,3.13,60.65,5
TRANSFERASE,1556,2,165006.45,294,3.08,60.11,5
TRANSFERASE,107,1.6,12443.92,294,1.7,27.1,5
TRANSFERASE,113,1.5,13069.75,294,1.95,36.4,5
TRANSFERASE,1364,3.2,154884.64,294,3.21,61.42,5
TRANSFERASE,228,1.9,27334.94,294,3.02,59.23,5
TRANSFERASE,1332,2.7,142086.66,294,3.05,59.67,5
TRANSFERASE,1830,2.8,191499.88,294,2.45,49.88,5
TRANSFERASE,1830,2.8,191680.03,294,2.45,49.88,5
TRANSFERASE,3660,2.6,387022.19,294,2.18,43.69,5
TRANSFERASE,772,1.7,85280.3,294,2.14,42.47,5
TRANSFERASE,772,1.7,85252.33,294,2.15,42.78,5
TRANSFERASE,682,2.9,76393.48,279,3.45,64.3,5
TRANSFERASE,1152,1.9,129058.34,295,2.25,45.31,5
TRANSFERASE,795,2.6,88440.38,295,3.01,59.15,5
TRANSFERASE,795,2.4,88039.95,295,3,58.95,5
TRANSFERASE,795,2,85388.16,295,2.94,58.22,5
TRANSFERASE,795,3.1,86393.63,295,3.07,59.95,5
TRANSFERASE,795,2.7,86563.72,295,3.04,59.52,5
TRANSFERASE,795,3.1,86678.9,295,3.04,59.59,5
TRANSFERASE,1568,1.95,164124.05,295,3.05,59.66,5
TRANSFERASE,1568,1.7,162605.02,295,3.07,59.88,5
TRANSFERASE,1568,1.9,164252.3,295,2.79,55.6,5
TRANSFERASE,618,1.65,72497.04,295,3.21,61.72,5
TRANSFERASE,1518,2.5,163204.5,295,1.97,37.53,5
TRANSFERASE,397,1.55,42742.74,295,2.99,58.8,5
TRANSFERASE,397,2.26,41883.11,295,2.99,58.79,5
TRANSFERASE,530,1.65,59634.13,295,3.17,61.22,5
TRANSFERASE,1152,2.3,128751.49,295,2.23,44.84,5
TRANSFERASE,1152,2,128775.42,295,2.25,45.31,5
TRANSFERASE,1152,2.2,128823.48,295,2.24,45.2,5
TRANSFERASE,357,1.76,41020.9,295,2.57,52.08,5
TRANSFERASE,798,2.3,88745.95,295,2.53,51.4,5
TRANSFERASE,1256,1.89,144902.69,295,2.08,40.85,5
TRANSFERASE,1268,2.6,137925.66,295,2.47,50.14,5
TRANSFERASE,1268,2.1,136669.38,295,2.17,43.39,5
TRANSFERASE,1268,2.4,136669.38,295,2.33,47.27,5
TRANSFERASE,1818,3.3,191018.77,295,4.78,74.27,5
TRANSFERASE,1818,3.56,194120.8,295,4.77,74.22,5
TRANSFERASE,1268,2.6,137117.2,295,2.49,50.51,5
TRANSFERASE,376,1.55,43327.77,295,1.94,36.76,5
TRANSFERASE,1620,2.1,166883.19,295,2.65,53.59,5
TRANSFERASE,402,1.68,46564.53,295,2.3,46.59,5
TRANSFERASE,1456,1.36,158720.25,295,2.06,40.4,5
TRANSFERASE,333,2.5,38351.27,296,2.9,57.65,5
TRANSFERASE,336,1.9,38915.36,296,2.38,48.28,5
TRANSFERASE,325,3.3,37945.85,296,4.57,73.08,5
TRANSFERASE,336,2,38882.3,296,2.44,49.57,5
TRANSFERASE,1120,1.9,122302.29,297,2.4,48.65,5
TRANSFERASE,236,2.09,28943.11,297,2.15,42.84,5
TRANSFERASE,552,2.1,66274.35,297,1.97,37.69,5
TRANSFERASE,199,2.2,22149.92,377,2.26,45.57,5
TRANSFERASE,568,1.9,67328.98,282,2.38,48.29,5
TRANSFERASE,972,2.5,111950.45,298,2.57,52.13,5
TRANSFERASE,201,2.4,23190.62,298,2.07,40.69,5
TRANSFERASE,602,2.5,67722.7,298,3.92,68.64,5
TRANSFERASE,840,2.15,98064.65,298,2.16,42.66,5
TRANSFERASE,1140,2,127346.05,298,2.23,44.75,5
TRANSFERASE,1140,1.8,127332.02,298,2.27,45.76,5
TRANSFERASE,1140,2.1,128291.29,298,2.27,45.82,5
TRANSFERASE,804,2.4,92134.78,298,3.76,67.31,5
TRANSFERASE,368,1.5,43163.96,298,2.21,44.36,5
TRANSFERASE,289,2.9,32546.1,298,5.11,75.95,5
TRANSFERASE,368,1.5,43047.11,298,2.19,43.75,5
TRANSFERASE,368,1.9,41985.12,298,2.01,38.81,5
TRANSFERASE,620,2.5,71915.17,298,2.69,54.19,5
TRANSFERASE,2304,1.95,257478.88,298,2.59,52.47,5
TRANSFERASE,620,2.6,71688.85,298,2.69,54.22,5
TRANSFERASE,620,2.2,71726.81,298,2.73,55.02,5
TRANSFERASE,314,2.38,36422.71,298,2.39,48.52,5
TRANSFERASE,910,1.9,100369.98,298,2.35,47.76,5
TRANSFERASE,416,2.05,48412.89,298,2.14,42.52,5
TRANSFERASE,2520,2.13,276775.44,298,2.72,54.84,5
TRANSFERASE,654,1.6,71642,298,2.14,42.43,5
TRANSFERASE,293,2.02,34954.98,298,2.27,45.7,5
TRANSFERASE,294,1.43,35062.11,298,2.27,45.8,5
TRANSFERASE,63,1.6,7115.81,298,2.35,47.7,5
TRANSFERASE,952,2.4,104508.74,298,2.28,46.08,5
TRANSFERASE,78,1.6,9292.18,298,2.27,45.79,5
TRANSFERASE,77,1.9,9232.11,298,2.32,47.02,5
TRANSFERASE,77,1.5,9231.05,298,2.31,46.84,5
TRANSFERASE,76,2,8849.77,298,2.36,47.83,5
TRANSFERASE,77,2,9151.04,298,2.3,46.48,5
TRANSFERASE,674,2.1,75406.48,298,2.71,54.55,5
TRANSFERASE,674,2,75386.6,298,2.64,53.42,5
TRANSFERASE,674,2.3,75824.64,298,2.6,52.77,5
TRANSFERASE,171,1.65,19555.62,298,2.43,49.36,5
TRANSFERASE,148,0.95,16634.57,298,2.15,42.9,5
TRANSFERASE,1104,2,121559.7,300,2.84,56.65,5
TRANSFERASE,584,2.14,67707.15,285,2.06,39.9,5
TRANSFERASE,318,2.1,36521.3,285,2.76,55.38,5
TRANSFERASE,318,2,36919.74,285,2.67,53.88,5
TRANSFERASE,4432,3.3,494872.72,285,2.86,56.96,5
TRANSFERASE,434,2.4,51962.36,287,2.21,44.36,5
TRANSFERASE,217,2.5,25499.26,287,2.15,42.76,5
TRANSFERASE,223,2,25216.65,287,2.26,45.62,5
TRANSFERASE,225,2.1,25404.9,287,2.2,44.04,5
TRANSFERASE,272,1.97,31924.16,291.15,2.26,45.58,5
TRANSFERASE,272,2.01,31916.02,291.15,2.22,44.61,5
TRANSFERASE,272,1.97,31846.01,291.15,2.27,45.82,5
TRANSFERASE,272,2.03,31940.07,291.15,2.26,45.55,5
TRANSFERASE,272,2.48,31979.7,291.15,2.25,45.38,5
TRANSFERASE,272,2.38,32101.82,291.15,2.3,46.42,5
TRANSFERASE,272,2.37,31586.72,291.15,2.26,45.67,5
TRANSFERASE,272,2.39,31918.67,291.15,2.31,46.67,5
TRANSFERASE,1088,2.27,126691.61,291.15,2.13,42.34,5
TRANSFERASE,1088,2.29,126815.07,291.15,2.12,42.03,5
TRANSFERASE,1088,2.31,126759.63,291.15,2.08,40.95,5
TRANSFERASE,1088,2.62,126695.62,291.15,2.11,41.59,5
TRANSFERASE,1088,2.59,127007.22,291.15,2.12,42.07,5
TRANSFERASE,1088,2.33,126563.55,291.15,2.14,42.6,5
TRANSFERASE,650,1.55,72948.07,291.15,2.35,47.66,5
TRANSFERASE,278,2.9,31904.77,277.15,4.59,73.2,5
TRANSFERASE,525,1.7,60691.02,293.15,2.46,49.97,5
TRANSFERASE,525,2.3,59937.97,293.15,2.52,51.29,5
TRANSFERASE,1204,1.82,142914.61,293.15,2.22,44.66,5
TRANSFERASE,339,1.96,38226.28,293.15,2.35,47.74,5
TRANSFERASE,339,2.25,38133.2,293.15,2.27,45.7,5
TRANSFERASE,339,1.88,38121.09,293.15,2.38,48.35,5
TRANSFERASE,452,1.9,51142.03,293.15,2.36,47.94,5
TRANSFERASE,452,1.9,52481.59,293.15,2.43,50.46,5
TRANSFERASE,452,2,52104.18,293.15,2.41,48.88,5
TRANSFERASE,452,2.14,52203.01,293.15,2.37,47.97,5
TRANSFERASE,692,1.9,78850.09,293.4,2.69,54.3,5
TRANSFERASE,692,2.4,78945.06,293.4,2.7,54.49,5
TRANSFERASE,139,1.6,17395.23,298,2.67,53.89,5.25
TRANSFERASE,1556,2.9,183517.59,277.15,4.87,74.72,5.25
TRANSFERASE,963,2,111771.62,288,2.89,57.37,5.5
TRANSFERASE,963,2.2,112207.28,288,2.88,62.75,5.5
TRANSFERASE,386,1.28,43299.41,288,2.4,50,5.5
TRANSFERASE,386,1.58,43504.66,288,2.32,47,5.5
TRANSFERASE,386,1.78,43666.79,288,2.2,44.1,5.5
TRANSFERASE,386,1.78,43544.77,288,2.27,45.9,5.5
TRANSFERASE,386,1.93,43449.58,288,2.32,47,5.5
TRANSFERASE,386,1.8,43815,288,2.27,45.9,5.5
TRANSFERASE,386,1.4,43540.69,288,2.19,48.82,5.5
TRANSFERASE,386,1.5,43530.74,288,2.27,45.9,5.5
TRANSFERASE,386,1.53,43472.64,288,2.29,46.4,5.5
TRANSFERASE,386,1.64,43397.55,288,2.28,46.2,5.5
TRANSFERASE,386,2,42993.13,288,2.3,46.45,5.5
TRANSFERASE,321,2.5,36206.77,288,4.02,69.41,5.5
TRANSFERASE,386,1.55,43686.82,288,2.4,48.81,5.5
TRANSFERASE,385,1.49,43725.37,288,2.4,49.3,5.5
TRANSFERASE,385,1.25,43679.34,288,2.26,45.69,5.5
TRANSFERASE,386,1.73,43556.73,288,2.27,45.75,5.5
TRANSFERASE,386,1.36,43815,288,2.27,45.9,5.5
TRANSFERASE,772,1.89,87085.41,288,2.55,51.82,5.5
TRANSFERASE,386,1.44,43671.81,288,2.42,49.21,5.5
TRANSFERASE,386,1.33,43463.02,288,2.4,49.01,5.5
TRANSFERASE,386,1.64,43472.61,288,2.4,49.11,5.5
TRANSFERASE,386,1.41,43414.98,288,2.4,48.05,5.5
TRANSFERASE,386,1.38,43791.34,288,2.45,49.77,5.5
TRANSFERASE,386,1.37,43613.73,288,2.42,49.2,5.5
TRANSFERASE,386,1.17,43705.25,288,2.37,48.08,5.5
TRANSFERASE,386,1.22,44377.96,288,2.4,48.74,5.5
TRANSFERASE,386,1.21,43654.25,288,2.41,48.88,5.5
TRANSFERASE,386,1.54,43515.1,288,2.39,48.56,5.5
TRANSFERASE,386,1.7,43478.66,288,2.4,48.7,5.5
TRANSFERASE,388,1.42,44270.45,288,2.27,45.76,5.5
TRANSFERASE,386,1.99,43421.57,288,2.27,45.9,5.5
TRANSFERASE,772,2.52,86843.14,288,2.53,51.29,5.5
TRANSFERASE,386,1.27,43515.68,288,2.26,45.55,5.5
TRANSFERASE,772,2.36,87183.51,288,2.53,51.45,5.5
TRANSFERASE,302,1.98,34926.5,289,2.22,44.65,5.5
TRANSFERASE,428,2.02,49833.01,289,2.7,54,5.5
TRANSFERASE,468,1.6,52111.37,289,2.21,44.23,5.5
TRANSFERASE,150,2.52,17510.61,289,3.36,63.41,5.5
TRANSFERASE,394,2.3,42517.62,289,1.95,36.8,5.5
TRANSFERASE,596,2.29,66684.04,289,2.24,45.21,5.5
TRANSFERASE,405,1.8,46758.53,289,2.77,55.52,5.5
TRANSFERASE,814,1.6,95610.54,289,2.08,40.93,5.5
TRANSFERASE,2448,2.89,257878.42,289,2.44,49.62,5.5
TRANSFERASE,1632,1.85,173998.88,289,2.31,46.69,5.5
TRANSFERASE,1452,2.65,160257.69,289,2.41,48.93,5.5
TRANSFERASE,582,2.04,67110.93,289,2.08,40.99,5.5
TRANSFERASE,582,1.8,63915.93,289,1.95,36.85,5.5
TRANSFERASE,1074,1.7,123018.66,289,1.93,36.24,5.5
TRANSFERASE,796,1.7,86177.45,289,2.53,51.35,5.5
TRANSFERASE,1812,2,191729.27,289,2.36,47.85,5.5
TRANSFERASE,910,2.4,99959.77,289,3.1,60.33,5.5
TRANSFERASE,910,2.9,100720.55,289,3.12,60.57,5.5
TRANSFERASE,632,1.8,70567.79,289,2.45,49.88,5.5
TRANSFERASE,454,2.1,51582.71,289,3.15,60.94,5.5
TRANSFERASE,264,1.7,29357.24,289,2.16,42.97,5.5
TRANSFERASE,1370,3,159157.28,289,2.78,55.83,5.5
TRANSFERASE,1370,2.8,158657.78,289,2.88,57.35,5.5
TRANSFERASE,375,1.38,42695.99,289,2.4,48.8,5.5
TRANSFERASE,1964,2.75,209291.66,289,2.38,48.32,5.5
TRANSFERASE,1128,1.97,128560.03,289,1.57,21.46,5.5
TRANSFERASE,819,2,94930.81,290,3.17,61.26,5.5
TRANSFERASE,819,1.8,95032.86,290,3.15,60.95,5.5
TRANSFERASE,819,2,94948.87,290,3.16,61.13,5.5
TRANSFERASE,318,2.05,32949.75,290,2.11,41.8,5.5
TRANSFERASE,596,1.85,64479.68,290,2.18,43.54,5.5
TRANSFERASE,454,2.1,50938,290,2.25,45.29,5.5
TRANSFERASE,1308,1.65,148816.81,290,2.5,50.73,5.5
TRANSFERASE,640,1.5,70945.36,290,2.28,46.08,5.5
TRANSFERASE,1866,2.05,207828.58,290,2.27,45.83,5.5
TRANSFERASE,263,2.8,29955.53,290,3.53,65.13,5.5
TRANSFERASE,882,1.6,97673.12,290,2.1,41.37,5.5
TRANSFERASE,602,1.8,67361.33,290,2.46,50,5.5
TRANSFERASE,296,1.6,33212.72,290,2.35,47.7,5.5
TRANSFERASE,3952,1.95,450420.81,290,2.77,56,5.5
TRANSFERASE,183,1.5,21752.91,290,2.66,53.69,5.5
TRANSFERASE,162,1.85,19679.17,290,2.33,47.25,5.5
